
-0.104733,-0.497772,2.54246,-174.502,5.54662,-1.17065
-0.104733,-0.497772,2.54246,-174.502,5.54662,-1.17065
-0.104733,-0.497772,2.54246,-174.502,5.54662,-1.17065
-0.104733,-0.497772,2.54246,-174.502,5.54662,-1.17065
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.104733,-0.497772,2.54246,-174.502,5.54662,-1.17065
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.104733,-0.497772,2.54246,-174.502,5.54662,-1.17065
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.104733,-0.497772,2.54246,-174.502,5.54662,-1.17065
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.104733,-0.497772,2.54246,-174.502,5.54662,-1.17065
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.104733,-0.497772,2.54246,-174.502,5.54662,-1.17065
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972
-0.102036,-0.493222,2.51132,175.906,-0.205338,-3.1972


-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
-0.307119,-0.0196244,2.44851,172.178,-5.03373,-91.4787
